TiempoDesdeInicioSesion,TimestampVideo,LatenciaVideo
25.68,-4.7,1784228768219,1784228765563
25.72,2.3,1784228768254,1784228765605
25.75,-5.7,1784228768290,1784228765633
25.79,2.3,1784228768323,1784228765674
25.82,-0.7,1784228768355,1784228765703
25.84,-7.7,1784228768389,1784228765730
25.89,-0.7,1784228768423,1784228765771
25.91,-5.7,1784228768456,1784228765799
25.96,4.3,1784228768489,1784228765842
25.98,-2.7,1784228768523,1784228765869
26.01,-6.7,1784228768556,1784228765898
26.05,0.3,1784228768590,1784228765939
26.08,-3.7,1784228768623,1784228765968
26.12,0.3,1784228768659,1784228766008
26.15,-2.7,1784228768690,1784228766036
26.19,4.3,1784228768725,1784228766078
26.22,0.3,1784228768757,1784228766106
26.25,-5.7,1784228768791,1784228766134
26.29,1.3,1784228768826,1784228766176
26.32,-2.7,1784228768857,1784228766203
26.36,5.3,1784228768892,1784228766246
26.39,-3.7,1784228768928,1784228766273
26.43,4.3,1784228768961,1784228766314
26.46,0.3,1784228768994,1784228766343
26.48,-3.7,1784228769026,1784228766371
26.53,3.3,1784228769060,1784228766412
26.55,-1.7,1784228769093,1784228766440
26.58,-6.7,1784228769127,1784228766469
26.62,0.3,1784228769161,1784228766510
26.67,7.3,1784228769196,1784228766552
26.69,3.3,1784228769228,1784228766580
26.72,-3.7,1784228769262,1784228766607
26.76,5.3,1784228769295,1784228766649
26.79,-2.7,1784228769330,1784228766676
26.83,6.3,1784228769364,1784228766719
26.86,1.3,1784228769397,1784228766747
26.89,-4.7,1784228769430,1784228766774
26.93,3.3,1784228769464,1784228766816
26.96,-1.7,1784228769497,1784228766844
26.99,-6.7,1784228769531,1784228766873
27.03,0.3,1784228769565,1784228766914
27.05,-6.7,1784228769599,1784228766941
27.10,2.3,1784228769632,1784228766983
27.13,-1.7,1784228769664,1784228767011
27.17,4.3,1784228769699,1784228767052
27.19,-0.7,1784228769732,1784228767080
27.24,7.3,1784228769767,1784228767123
27.26,1.3,1784228769801,1784228767151
27.29,-3.2,1784228769833,1784228767178
27.33,6.8,1784228769865,1784228767220
27.36,0.8,1784228769900,1784228767249
27.39,-7.2,1784228769934,1784228767275
27.43,1.8,1784228769968,1784228767318
27.46,-6.2,1784228770003,1784228767345
27.50,3.8,1784228770035,1784228767387
27.53,-2.2,1784228770069,1784228767415
27.57,6.8,1784228770102,1784228767457
27.60,0.8,1784228770135,1784228767484
27.63,-6.2,1784228770170,1784228767512
27.67,0.8,1784228770204,1784228767553
27.70,-2.2,1784228770236,1784228767582
27.74,4.8,1784228770270,1784228767623
27.77,-1.2,1784228770304,1784228767651
27.79,-5.2,1784228770337,1784228767680
27.83,2.8,1784228770370,1784228767721
27.86,-3.2,1784228770404,1784228767749
27.90,3.8,1784228770438,1784228767790
27.93,-0.2,1784228770471,1784228767819
27.97,6.8,1784228770505,1784228767860
28.00,1.8,1784228770538,1784228767888
28.03,-5.2,1784228770573,1784228767916
28.07,4.8,1784228770605,1784228767958
28.10,-3.2,1784228770640,1784228767985
28.14,7.8,1784228770672,1784228768028
28.17,-1.2,1784228770707,1784228768054
28.20,-6.2,1784228770741,1784228768083
28.24,1.8,1784228770774,1784228768124
28.27,-3.2,1784228770807,1784228768152
28.31,3.8,1784228770842,1784228768194
28.34,-1.2,1784228770874,1784228768221
28.36,-6.2,1784228770908,1784228768250
28.41,1.8,1784228770942,1784228768292
28.43,-6.2,1784228770977,1784228768319
28.48,3.8,1784228771010,1784228768362
28.50,-1.2,1784228771042,1784228768389
28.53,-6.2,1784228771076,1784228768418
28.57,-0.2,1784228771111,1784228768459
28.60,-6.2,1784228771144,1784228768486
28.64,3.8,1784228771176,1784228768528
28.67,-2.2,1784228771211,1784228768557
28.71,4.8,1784228771245,1784228768598
28.74,-0.2,1784228771278,1784228768626
28.77,-6.2,1784228771312,1784228768654
28.81,1.8,1784228771345,1784228768695
28.84,-4.2,1784228771379,1784228768723
28.88,3.8,1784228771413,1784228768765
28.91,-2.2,1784228771446,1784228768792
28.93,-7.2,1784228771479,1784228768820
28.98,2.8,1784228771512,1784228768863
29.01,-4.2,1784228771547,1784228768891
29.05,3.8,1784228771581,1784228768933
29.07,-3.2,1784228771615,1784228768960
29.12,6.8,1784228771647,1784228769002
29.14,1.8,1784228771680,1784228769030
29.17,-4.2,1784228771714,1784228769058
29.21,4.8,1784228771747,1784228769100
29.24,-2.2,1784228771781,1784228769127
29.28,4.8,1784228771816,1784228769169
29.31,-0.8,1784228771850,1784228769197
29.34,-5.8,1784228771882,1784228769224
29.38,3.2,1784228771916,1784228769267
29.41,-3.8,1784228771950,1784228769294
29.45,4.2,1784228771983,1784228769335
29.48,-1.8,1784228772018,1784228769364
29.52,6.2,1784228772051,1784228769405
29.55,1.2,1784228772084,1784228769433
29.58,-4.8,1784228772119,1784228769462
29.62,2.2,1784228772153,1784228769503
29.64,-1.8,1784228772184,1784228769530
29.67,-6.8,1784228772218,1784228769559
29.71,1.2,1784228772252,1784228769601
29.74,-4.8,1784228772286,1784228769629
29.78,3.2,1784228772319,1784228769670
29.81,-1.8,1784228772352,1784228769698
29.85,4.2,1784228772387,1784228769739
29.88,0.2,1784228772420,1784228769768
29.92,6.2,1784228772455,1784228769809
29.95,2.2,1784228772487,1784228769837
29.98,-3.8,1784228772521,1784228769865
30.02,4.2,1784228772555,1784228769907
30.05,-1.8,1784228772589,1784228769935
30.08,-5.8,1784228772621,1784228769963
30.12,1.2,1784228772655,1784228770004
30.15,-3.8,1784228772689,1784228770033
30.19,4.2,1784228772722,1784228770074
30.22,-2.8,1784228772756,1784228770101
30.26,6.2,1784228772790,1784228770144
30.29,1.2,1784228772822,1784228770171
30.31,-3.8,1784228772856,1784228770200
30.35,2.2,1784228772890,1784228770240
30.38,-2.8,1784228772924,1784228770269
30.43,4.2,1784228772959,1784228770311
30.45,-1.8,1784228772992,1784228770338
30.48,-5.8,1784228773025,1784228770367
30.52,2.2,1784228773059,1784228770409
30.55,-4.8,1784228773092,1784228770435
30.59,4.2,1784228773126,1784228770478
30.62,-4.8,1784228773162,1784228770505
30.66,6.2,1784228773194,1784228770548
30.69,1.2,1784228773226,1784228770575
30.72,-5.8,1784228773261,1784228770603
30.76,1.2,1784228773295,1784228770644
30.79,-5.8,1784228773330,1784228770672
30.83,4.2,1784228773362,1784228770714
30.86,0.2,1784228773395,1784228770743
30.88,-5.8,1784228773428,1784228770770
30.93,2.2,1784228773462,1784228770812
30.95,-2.8,1784228773495,1784228770840
31.00,4.2,1784228773529,1784228770881
31.02,-2.8,1784228773565,1784228770910
31.06,6.2,1784228773596,1784228770950
31.09,1.2,1784228773630,1784228770979
31.12,-5.8,1784228773664,1784228771006
31.16,2.2,1784228773697,1784228771047
31.19,-3.8,1784228773731,1784228771075
31.23,6.2,1784228773765,1784228771119
31.26,0.2,1784228773798,1784228771146
31.29,-4.8,1784228773831,1784228771174
31.33,4.4,1784228773864,1784228771216
31.36,-1.6,1784228773898,1784228771244
31.40,6.4,1784228773931,1784228771285
31.43,-1.6,1784228773967,1784228771313
31.47,8.4,1784228773999,1784228771355
31.50,3.4,1784228774032,1784228771383
31.53,-2.6,1784228774066,1784228771411
31.57,4.4,1784228774100,1784228771452
31.59,-2.6,1784228774135,1784228771480
31.64,6.4,1784228774167,1784228771521
31.66,1.4,1784228774201,1784228771550
31.69,-4.6,1784228774235,1784228771578
31.73,3.4,1784228774268,1784228771619
