TiempoDesdeInicioSesion,TimestampVideo,LatenciaVideo
29.42,6.9,1784239626636,1784239623850
29.46,17.9,1784239626667,1784239623892
29.52,30.9,1784239626709,1784239623947
29.54,8.9,1784239626746,1784239623962
29.59,26.9,1784239626783,1784239624017
29.60,13.9,1784239626810,1784239624031
29.63,10.9,1784239626842,1784239624060
29.66,6.9,1784239626874,1784239624088
29.70,12.9,1784239626909,1784239624129
29.76,29.9,1784239626949,1784239624186
29.77,21.9,1784239626970,1784239624199
29.80,3.9,1784239627015,1784239624226
29.84,10.9,1784239627050,1784239624268
29.90,35.9,1784239627081,1784239624324
29.90,3.9,1784239627113,1784239624324
29.94,5.9,1784239627152,1784239624365
30.00,37.9,1784239627177,1784239624422
30.00,5.9,1784239627209,1784239624422
30.05,17.9,1784239627252,1784239624477
30.08,11.9,1784239627286,1784239624505
30.11,20.9,1784239627305,1784239624533
30.13,2.9,1784239627352,1784239624562
30.19,24.9,1784239627384,1784239624616
30.20,8.9,1784239627416,1784239624630
30.23,4.9,1784239627448,1784239624658
30.29,22.9,1784239627486,1784239624714
30.30,11.9,1784239627512,1784239624729
30.34,10.9,1784239627554,1784239624770
30.38,20.9,1784239627586,1784239624812
30.41,26.9,1784239627608,1784239624840
30.44,10.9,1784239627651,1784239624867
30.47,2.9,1784239627688,1784239624896
30.52,25.9,1784239627720,1784239624951
30.54,7.9,1784239627752,1784239624965
30.57,0.9,1784239627787,1784239624993
30.61,11.9,1784239627817,1784239625034
30.64,8.9,1784239627849,1784239625063
30.68,12.9,1784239627886,1784239625104
30.71,13.9,1784239627913,1784239625132
30.76,27.9,1784239627955,1784239625188
30.80,37.9,1784239627986,1784239625229
30.80,-0.1,1784239628024,1784239625229
30.84,9.9,1784239628056,1784239625271
30.89,18.9,1784239628089,1784239625313
31.10,196.9,1784239628120,1784239625522
31.10,164.9,1784239628152,1784239625522
31.10,130.9,1784239628186,1784239625522
31.10,100.9,1784239628216,1784239625522
31.10,57.9,1784239628259,1784239625522
31.10,30.9,1784239628287,1784239625523
31.11,2.9,1784239628328,1784239625536
31.15,12.9,1784239628360,1784239625578
31.18,7.9,1784239628392,1784239625605
31.21,4.9,1784239628424,1784239625634
31.25,12.9,1784239628456,1784239625674
31.28,9.9,1784239628488,1784239625703
31.32,18.9,1784239628520,1784239625744
31.37,32.9,1784239628562,1784239625800
31.37,8.9,1784239628586,1784239625800
31.42,21.9,1784239628616,1784239625843
31.47,28.9,1784239628664,1784239625898
31.48,10.9,1784239628696,1784239625912
31.51,6.9,1784239628728,1784239625940
31.55,15.9,1784239628760,1784239625981
31.72,147.9,1784239628796,1784239626149
31.72,119.9,1784239628824,1784239626149
31.72,87.9,1784239628856,1784239626149
31.72,45.9,1784239628898,1784239626149
31.72,22.9,1784239628921,1784239626149
31.78,46.9,1784239628952,1784239626204
31.79,12.9,1784239629001,1784239626219
31.82,9.9,1784239629032,1784239626247
31.86,18.9,1784239629065,1784239626289
31.89,13.9,1784239629096,1784239626315
31.92,9.9,1784239629128,1784239626343
31.94,6.9,1784239629160,1784239626372
31.99,14.9,1784239629193,1784239626413
32.01,10.9,1784239629225,1784239626441
32.04,6.9,1784239629257,1784239626469
32.10,18.9,1784239629300,1784239626524
32.13,11.9,1784239629336,1784239626553
32.15,7.9,1784239629368,1784239626581
32.18,5.9,1784239629397,1784239626608
32.22,17.8,1784239629428,1784239626650
32.25,14.8,1784239629460,1784239626679
32.31,26.8,1784239629503,1784239626734
32.32,6.8,1784239629537,1784239626748
32.36,29.8,1784239629556,1784239626790
32.42,37.8,1784239629603,1784239626845
32.42,3.8,1784239629637,1784239626845
32.46,16.8,1784239629667,1784239626888
32.49,9.8,1784239629700,1784239626914
32.52,1.8,1784239629737,1784239626943
32.56,17.8,1784239629763,1784239626985
32.61,37.8,1784239629798,1784239627040
32.63,14.8,1784239629836,1784239627055
32.65,18.8,1784239629859,1784239627082
32.71,31.8,1784239629902,1784239627138
32.73,11.8,1784239629936,1784239627152
32.75,3.8,1784239629972,1784239627180
32.81,27.8,1784239630004,1784239627236
32.85,36.8,1784239630036,1784239627277
32.85,1.8,1784239630071,1784239627277
32.89,14.8,1784239630100,1784239627319
32.92,5.8,1784239630136,1784239627346
32.98,25.8,1784239630173,1784239627403
33.00,19.8,1784239630206,1784239627430
33.05,32.8,1784239630236,1784239627473
33.07,36.8,1784239630259,1784239627500
33.09,2.8,1784239630308,1784239627515
33.25,135.8,1784239630340,1784239627680
33.25,104.8,1784239630371,1784239627680
33.25,72.8,1784239630403,1784239627680
33.25,39.8,1784239630436,1784239627680
33.28,28.8,1784239630476,1784239627709
33.32,36.8,1784239630509,1784239627750
33.32,9.8,1784239630536,1784239627750
33.38,24.8,1784239630577,1784239627806
