TiempoDesdeInicioSesion,TimestampVideo,LatenciaVideo
27.80,6.3,1783452743903,1783452741968
27.84,13.3,1783452743938,1783452742010
27.86,8.3,1783452743971,1783452742038
27.91,16.3,1783452744004,1783452742079
27.93,10.3,1783452744039,1783452742108
27.98,18.3,1783452744072,1783452742149
28.00,12.3,1783452744105,1783452742176
28.03,8.3,1783452744138,1783452742205
28.07,14.3,1783452744173,1783452742246
28.10,9.3,1783452744206,1783452742274
28.14,16.3,1783452744239,1783452742314
28.17,9.3,1783452744274,1783452742342
28.21,18.3,1783452744307,1783452742384
28.24,13.3,1783452744340,1783452742412
28.27,6.3,1783452744375,1783452742440
28.31,15.3,1783452744408,1783452742482
28.34,9.3,1783452744441,1783452742509
28.38,18.3,1783452744475,1783452742552
28.41,11.3,1783452744509,1783452742579
28.45,19.3,1783452744543,1783452742621
28.48,13.3,1783452744577,1783452742649
28.50,9.3,1783452744609,1783452742677
28.54,15.3,1783452744643,1783452742717
28.57,10.3,1783452744676,1783452742745
28.61,18.3,1783452744710,1783452742787
28.64,13.3,1783452744743,1783452742815
28.68,19.3,1783452744778,1783452742856
28.71,13.3,1783452744812,1783452742884
28.74,9.3,1783452744844,1783452742912
28.78,17.3,1783452744878,1783452742954
28.81,11.3,1783452744911,1783452742981
28.84,6.3,1783452744945,1783452743010
28.88,14.3,1783452744978,1783452743051
28.92,20.3,1783452745014,1783452743093
28.95,16.3,1783452745046,1783452743121
28.98,9.3,1783452745080,1783452743148
29.02,17.3,1783452745114,1783452743190
29.04,11.3,1783452745147,1783452743217
29.09,19.3,1783452745181,1783452743259
29.13,29.3,1783452745213,1783452743301
29.14,9.3,1783452745247,1783452743315
29.18,15.6,1783452745281,1783452743356
29.21,10.6,1783452745315,1783452743385
29.25,17.6,1783452745349,1783452743426
29.28,12.6,1783452745382,1783452743454
29.31,5.6,1783452745416,1783452743481
29.35,12.6,1783452745450,1783452743522
29.38,8.6,1783452745483,1783452743551
29.42,16.6,1783452745517,1783452743593
